----------------------------------------------------
User Id:1
Recommened Item Id :879, Strength of the preference : 5.0
----------------------------------------------------
User Id:27
Recommened Item Id :313, Strength of the preference : 5.0
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :316, Strength of the preference : 4.6666665
Recommened Item Id :186, Strength of the preference : 4.6666665
Recommened Item Id :315, Strength of the preference : 4.6666665
----------------------------------------------------
User Id:28
Recommened Item Id :275, Strength of the preference : 4.6666665
Recommened Item Id :285, Strength of the preference : 4.5
Recommened Item Id :1, Strength of the preference : 4.5
Recommened Item Id :936, Strength of the preference : 4.5
Recommened Item Id :269, Strength of the preference : 4.25
----------------------------------------------------
User Id:29
Recommened Item Id :273, Strength of the preference : 5.0
Recommened Item Id :196, Strength of the preference : 5.0
Recommened Item Id :246, Strength of the preference : 5.0
Recommened Item Id :9, Strength of the preference : 5.0
Recommened Item Id :150, Strength of the preference : 5.0
----------------------------------------------------
User Id:30
Recommened Item Id :302, Strength of the preference : 5.0
Recommened Item Id :215, Strength of the preference : 5.0
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :64, Strength of the preference : 5.0
Recommened Item Id :86, Strength of the preference : 5.0
----------------------------------------------------
User Id:31
Recommened Item Id :472, Strength of the preference : 5.0
Recommened Item Id :250, Strength of the preference : 5.0
Recommened Item Id :257, Strength of the preference : 5.0
Recommened Item Id :195, Strength of the preference : 5.0
Recommened Item Id :197, Strength of the preference : 5.0
----------------------------------------------------
User Id:32
Recommened Item Id :603, Strength of the preference : 5.0
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
Recommened Item Id :316, Strength of the preference : 5.0
Recommened Item Id :315, Strength of the preference : 4.5
----------------------------------------------------
User Id:33
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :170, Strength of the preference : 5.0
Recommened Item Id :199, Strength of the preference : 5.0
Recommened Item Id :83, Strength of the preference : 5.0
Recommened Item Id :64, Strength of the preference : 5.0
----------------------------------------------------
User Id:34
Recommened Item Id :170, Strength of the preference : 5.0
Recommened Item Id :83, Strength of the preference : 5.0
Recommened Item Id :134, Strength of the preference : 5.0
Recommened Item Id :8, Strength of the preference : 5.0
Recommened Item Id :9, Strength of the preference : 5.0
----------------------------------------------------
User Id:35
Recommened Item Id :246, Strength of the preference : 5.0
Recommened Item Id :83, Strength of the preference : 5.0
Recommened Item Id :88, Strength of the preference : 5.0
Recommened Item Id :82, Strength of the preference : 5.0
Recommened Item Id :15, Strength of the preference : 5.0
----------------------------------------------------
User Id:36
Recommened Item Id :436, Strength of the preference : 5.0
Recommened Item Id :271, Strength of the preference : 5.0
Recommened Item Id :200, Strength of the preference : 5.0
Recommened Item Id :98, Strength of the preference : 5.0
Recommened Item Id :53, Strength of the preference : 5.0
----------------------------------------------------
User Id:37
Recommened Item Id :116, Strength of the preference : 5.0
Recommened Item Id :477, Strength of the preference : 5.0
Recommened Item Id :19, Strength of the preference : 5.0
Recommened Item Id :14, Strength of the preference : 4.6666665
Recommened Item Id :137, Strength of the preference : 4.6666665
----------------------------------------------------
User Id:38
Recommened Item Id :873, Strength of the preference : 4.5
Recommened Item Id :242, Strength of the preference : 4.5
Recommened Item Id :989, Strength of the preference : 4.5
Recommened Item Id :213, Strength of the preference : 4.5
Recommened Item Id :268, Strength of the preference : 4.2
----------------------------------------------------
User Id:39
Recommened Item Id :168, Strength of the preference : 5.0
Recommened Item Id :89, Strength of the preference : 5.0
Recommened Item Id :129, Strength of the preference : 5.0
Recommened Item Id :82, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 5.0
----------------------------------------------------
User Id:40
Recommened Item Id :1220, Strength of the preference : 5.0
Recommened Item Id :466, Strength of the preference : 5.0
Recommened Item Id :591, Strength of the preference : 5.0
Recommened Item Id :48, Strength of the preference : 5.0
Recommened Item Id :455, Strength of the preference : 5.0
----------------------------------------------------
User Id:41
Recommened Item Id :329, Strength of the preference : 5.0
Recommened Item Id :354, Strength of the preference : 5.0
Recommened Item Id :303, Strength of the preference : 5.0
Recommened Item Id :14, Strength of the preference : 4.5
Recommened Item Id :327, Strength of the preference : 4.5
----------------------------------------------------
User Id:42
Recommened Item Id :896, Strength of the preference : 5.0
Recommened Item Id :340, Strength of the preference : 5.0
Recommened Item Id :306, Strength of the preference : 5.0
Recommened Item Id :316, Strength of the preference : 4.6978188
Recommened Item Id :750, Strength of the preference : 4.535898
----------------------------------------------------
User Id:43
Recommened Item Id :126, Strength of the preference : 4.490289
Recommened Item Id :270, Strength of the preference : 4.3588376
Recommened Item Id :333, Strength of the preference : 4.218739
Recommened Item Id :358, Strength of the preference : 4.116963
Recommened Item Id :310, Strength of the preference : 4.0
----------------------------------------------------
User Id:44
Recommened Item Id :902, Strength of the preference : 5.0
Recommened Item Id :475, Strength of the preference : 4.686274
Recommened Item Id :127, Strength of the preference : 4.642349
Recommened Item Id :515, Strength of the preference : 4.535898
Recommened Item Id :306, Strength of the preference : 4.4949994
----------------------------------------------------
User Id:45
Recommened Item Id :182, Strength of the preference : 5.0
Recommened Item Id :174, Strength of the preference : 5.0
Recommened Item Id :474, Strength of the preference : 5.0
Recommened Item Id :9, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 4.6666665
----------------------------------------------------
User Id:46
Recommened Item Id :493, Strength of the preference : 5.0
Recommened Item Id :427, Strength of the preference : 5.0
Recommened Item Id :357, Strength of the preference : 5.0
Recommened Item Id :191, Strength of the preference : 5.0
Recommened Item Id :257, Strength of the preference : 5.0
----------------------------------------------------
User Id:47
Recommened Item Id :1240, Strength of the preference : 5.0
Recommened Item Id :746, Strength of the preference : 5.0
Recommened Item Id :275, Strength of the preference : 5.0
Recommened Item Id :127, Strength of the preference : 5.0
Recommened Item Id :313, Strength of the preference : 5.0
----------------------------------------------------
User Id:48
Recommened Item Id :361, Strength of the preference : 5.0
Recommened Item Id :326, Strength of the preference : 5.0
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :435, Strength of the preference : 5.0
Recommened Item Id :305, Strength of the preference : 5.0
----------------------------------------------------
User Id:49
Recommened Item Id :511, Strength of the preference : 5.0
Recommened Item Id :515, Strength of the preference : 4.5505104
Recommened Item Id :288, Strength of the preference : 4.5034285
Recommened Item Id :242, Strength of the preference : 4.4779515
Recommened Item Id :127, Strength of the preference : 4.4494896
----------------------------------------------------
User Id:50
Recommened Item Id :257, Strength of the preference : 4.6666665
Recommened Item Id :183, Strength of the preference : 4.5
Recommened Item Id :50, Strength of the preference : 4.5
Recommened Item Id :127, Strength of the preference : 4.5
Recommened Item Id :11, Strength of the preference : 4.5
----------------------------------------------------
User Id:51
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :741, Strength of the preference : 5.0
Recommened Item Id :174, Strength of the preference : 5.0
Recommened Item Id :288, Strength of the preference : 4.8
Recommened Item Id :150, Strength of the preference : 4.6666665
----------------------------------------------------
User Id:52
Recommened Item Id :435, Strength of the preference : 5.0
Recommened Item Id :350, Strength of the preference : 4.5
Recommened Item Id :11, Strength of the preference : 4.5
Recommened Item Id :354, Strength of the preference : 4.5
Recommened Item Id :301, Strength of the preference : 4.5
----------------------------------------------------
User Id:53
Recommened Item Id :313, Strength of the preference : 4.8
Recommened Item Id :272, Strength of the preference : 4.6666665
Recommened Item Id :262, Strength of the preference : 4.5
Recommened Item Id :270, Strength of the preference : 4.5
Recommened Item Id :275, Strength of the preference : 4.5
----------------------------------------------------
User Id:54
Recommened Item Id :631, Strength of the preference : 5.0
Recommened Item Id :527, Strength of the preference : 5.0
Recommened Item Id :114, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 4.753606
Recommened Item Id :318, Strength of the preference : 4.677374
----------------------------------------------------
User Id:55
Recommened Item Id :187, Strength of the preference : 5.0
Recommened Item Id :175, Strength of the preference : 5.0
Recommened Item Id :178, Strength of the preference : 5.0
Recommened Item Id :127, Strength of the preference : 5.0
Recommened Item Id :23, Strength of the preference : 5.0
----------------------------------------------------
User Id:56
Recommened Item Id :302, Strength of the preference : 5.0
Recommened Item Id :275, Strength of the preference : 5.0
Recommened Item Id :509, Strength of the preference : 5.0
Recommened Item Id :100, Strength of the preference : 5.0
Recommened Item Id :269, Strength of the preference : 4.78651
----------------------------------------------------
User Id:57
Recommened Item Id :302, Strength of the preference : 4.75
Recommened Item Id :269, Strength of the preference : 4.5
Recommened Item Id :215, Strength of the preference : 4.5
Recommened Item Id :191, Strength of the preference : 4.5
Recommened Item Id :114, Strength of the preference : 4.5
----------------------------------------------------
User Id:58
Recommened Item Id :990, Strength of the preference : 5.0
Recommened Item Id :329, Strength of the preference : 4.5
Recommened Item Id :682, Strength of the preference : 4.5
Recommened Item Id :326, Strength of the preference : 4.5
Recommened Item Id :331, Strength of the preference : 4.5
----------------------------------------------------
User Id:59
Recommened Item Id :350, Strength of the preference : 5.0
Recommened Item Id :270, Strength of the preference : 4.5095453
Recommened Item Id :878, Strength of the preference : 4.492573
Recommened Item Id :316, Strength of the preference : 4.369018
Recommened Item Id :315, Strength of the preference : 4.2785115
----------------------------------------------------
User Id:60
Recommened Item Id :333, Strength of the preference : 4.6666665
Recommened Item Id :898, Strength of the preference : 4.5
Recommened Item Id :315, Strength of the preference : 4.5
Recommened Item Id :744, Strength of the preference : 4.5
Recommened Item Id :313, Strength of the preference : 4.5
----------------------------------------------------
User Id:61
Recommened Item Id :603, Strength of the preference : 5.0
Recommened Item Id :479, Strength of the preference : 5.0
Recommened Item Id :531, Strength of the preference : 5.0
Recommened Item Id :230, Strength of the preference : 5.0
Recommened Item Id :463, Strength of the preference : 5.0
----------------------------------------------------
User Id:62
Recommened Item Id :332, Strength of the preference : 5.0
Recommened Item Id :304, Strength of the preference : 4.5057516
Recommened Item Id :678, Strength of the preference : 4.4946804
Recommened Item Id :323, Strength of the preference : 4.4946804
Recommened Item Id :895, Strength of the preference : 4.464102
----------------------------------------------------
User Id:63
Recommened Item Id :381, Strength of the preference : 5.0
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :186, Strength of the preference : 5.0
Recommened Item Id :190, Strength of the preference : 5.0
Recommened Item Id :48, Strength of the preference : 5.0
----------------------------------------------------
User Id:64
Recommened Item Id :268, Strength of the preference : 4.4623823
Recommened Item Id :302, Strength of the preference : 4.3751626
Recommened Item Id :690, Strength of the preference : 4.3463755
Recommened Item Id :304, Strength of the preference : 4.3021693
Recommened Item Id :315, Strength of the preference : 4.022852
----------------------------------------------------
User Id:65
Recommened Item Id :690, Strength of the preference : 4.6666665
Recommened Item Id :288, Strength of the preference : 4.571429
Recommened Item Id :292, Strength of the preference : 4.5
Recommened Item Id :340, Strength of the preference : 4.5
Recommened Item Id :310, Strength of the preference : 4.5
----------------------------------------------------
User Id:66
Recommened Item Id :175, Strength of the preference : 5.0
Recommened Item Id :604, Strength of the preference : 5.0
Recommened Item Id :98, Strength of the preference : 5.0
Recommened Item Id :521, Strength of the preference : 5.0
Recommened Item Id :56, Strength of the preference : 5.0
----------------------------------------------------
User Id:67
Recommened Item Id :157, Strength of the preference : 5.0
Recommened Item Id :66, Strength of the preference : 5.0
Recommened Item Id :97, Strength of the preference : 5.0
Recommened Item Id :658, Strength of the preference : 5.0
Recommened Item Id :32, Strength of the preference : 5.0
----------------------------------------------------
User Id:68
Recommened Item Id :313, Strength of the preference : 5.0
Recommened Item Id :194, Strength of the preference : 5.0
Recommened Item Id :302, Strength of the preference : 5.0
Recommened Item Id :8, Strength of the preference : 5.0
Recommened Item Id :213, Strength of the preference : 5.0
----------------------------------------------------
User Id:69
Recommened Item Id :382, Strength of the preference : 5.0
Recommened Item Id :433, Strength of the preference : 5.0
Recommened Item Id :902, Strength of the preference : 5.0
Recommened Item Id :631, Strength of the preference : 5.0
Recommened Item Id :132, Strength of the preference : 4.5
----------------------------------------------------
User Id:70
Recommened Item Id :100, Strength of the preference : 5.0
Recommened Item Id :275, Strength of the preference : 5.0
Recommened Item Id :306, Strength of the preference : 5.0
Recommened Item Id :332, Strength of the preference : 5.0
Recommened Item Id :326, Strength of the preference : 4.5
----------------------------------------------------
User Id:71
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :313, Strength of the preference : 5.0
Recommened Item Id :895, Strength of the preference : 5.0
Recommened Item Id :873, Strength of the preference : 4.5
Recommened Item Id :272, Strength of the preference : 4.5
----------------------------------------------------
User Id:72
Recommened Item Id :1142, Strength of the preference : 5.0
Recommened Item Id :313, Strength of the preference : 5.0
Recommened Item Id :475, Strength of the preference : 4.7635345
Recommened Item Id :268, Strength of the preference : 4.666638
Recommened Item Id :285, Strength of the preference : 4.6495986
----------------------------------------------------
User Id:73
Recommened Item Id :243, Strength of the preference : 5.0
Recommened Item Id :50, Strength of the preference : 4.5
Recommened Item Id :1016, Strength of the preference : 4.5
Recommened Item Id :340, Strength of the preference : 4.5
Recommened Item Id :313, Strength of the preference : 4.3333335
----------------------------------------------------
User Id:74
Recommened Item Id :210, Strength of the preference : 5.0
Recommened Item Id :184, Strength of the preference : 5.0
Recommened Item Id :151, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 5.0
Recommened Item Id :182, Strength of the preference : 5.0
----------------------------------------------------
User Id:75
Recommened Item Id :186, Strength of the preference : 5.0
Recommened Item Id :183, Strength of the preference : 5.0
Recommened Item Id :185, Strength of the preference : 5.0
Recommened Item Id :17, Strength of the preference : 5.0
Recommened Item Id :173, Strength of the preference : 5.0
----------------------------------------------------
User Id:76
Recommened Item Id :311, Strength of the preference : 5.0
Recommened Item Id :354, Strength of the preference : 5.0
Recommened Item Id :408, Strength of the preference : 5.0
Recommened Item Id :15, Strength of the preference : 4.5
Recommened Item Id :1176, Strength of the preference : 4.5
----------------------------------------------------
User Id:77
Recommened Item Id :19, Strength of the preference : 5.0
Recommened Item Id :185, Strength of the preference : 5.0
Recommened Item Id :116, Strength of the preference : 4.6666665
Recommened Item Id :111, Strength of the preference : 4.6666665
Recommened Item Id :603, Strength of the preference : 4.6666665
----------------------------------------------------
User Id:78
Recommened Item Id :603, Strength of the preference : 5.0
Recommened Item Id :474, Strength of the preference : 5.0
Recommened Item Id :582, Strength of the preference : 5.0
Recommened Item Id :272, Strength of the preference : 5.0
Recommened Item Id :1010, Strength of the preference : 5.0
----------------------------------------------------
User Id:79
Recommened Item Id :98, Strength of the preference : 4.6666665
Recommened Item Id :176, Strength of the preference : 4.5
Recommened Item Id :168, Strength of the preference : 4.5
Recommened Item Id :154, Strength of the preference : 4.5
Recommened Item Id :12, Strength of the preference : 4.5
----------------------------------------------------
User Id:80
Recommened Item Id :125, Strength of the preference : 5.0
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :866, Strength of the preference : 5.0
Recommened Item Id :117, Strength of the preference : 5.0
Recommened Item Id :405, Strength of the preference : 4.6666665
----------------------------------------------------
User Id:81
Recommened Item Id :132, Strength of the preference : 5.0
Recommened Item Id :523, Strength of the preference : 5.0
Recommened Item Id :528, Strength of the preference : 5.0
Recommened Item Id :496, Strength of the preference : 5.0
Recommened Item Id :48, Strength of the preference : 5.0
----------------------------------------------------
User Id:82
Recommened Item Id :306, Strength of the preference : 5.0
Recommened Item Id :302, Strength of the preference : 5.0
Recommened Item Id :346, Strength of the preference : 4.514162
Recommened Item Id :344, Strength of the preference : 4.5096188
Recommened Item Id :750, Strength of the preference : 4.5071187
----------------------------------------------------
User Id:83
Recommened Item Id :303, Strength of the preference : 5.0
Recommened Item Id :100, Strength of the preference : 4.6666665
Recommened Item Id :318, Strength of the preference : 4.5
Recommened Item Id :9, Strength of the preference : 4.5
Recommened Item Id :427, Strength of the preference : 4.5
----------------------------------------------------
User Id:84
Recommened Item Id :904, Strength of the preference : 5.0
Recommened Item Id :845, Strength of the preference : 5.0
Recommened Item Id :288, Strength of the preference : 5.0
Recommened Item Id :304, Strength of the preference : 5.0
Recommened Item Id :50, Strength of the preference : 4.6666665
----------------------------------------------------
User Id:85
Recommened Item Id :750, Strength of the preference : 5.0
Recommened Item Id :312, Strength of the preference : 4.5102
Recommened Item Id :321, Strength of the preference : 4.3463297
Recommened Item Id :331, Strength of the preference : 4.3434477
Recommened Item Id :302, Strength of the preference : 4.008976
----------------------------------------------------
User Id:86
Recommened Item Id :169, Strength of the preference : 5.0
Recommened Item Id :150, Strength of the preference : 5.0
Recommened Item Id :136, Strength of the preference : 5.0
Recommened Item Id :64, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
----------------------------------------------------
User Id:87
Recommened Item Id :272, Strength of the preference : 4.5
Recommened Item Id :313, Strength of the preference : 4.5
Recommened Item Id :316, Strength of the preference : 4.5
Recommened Item Id :304, Strength of the preference : 4.25
Recommened Item Id :302, Strength of the preference : 4.0
----------------------------------------------------
User Id:88
Recommened Item Id :432, Strength of the preference : 5.0
Recommened Item Id :196, Strength of the preference : 5.0
Recommened Item Id :132, Strength of the preference : 5.0
Recommened Item Id :124, Strength of the preference : 5.0
Recommened Item Id :96, Strength of the preference : 5.0
----------------------------------------------------
User Id:89
Recommened Item Id :519, Strength of the preference : 5.0
Recommened Item Id :483, Strength of the preference : 5.0
Recommened Item Id :311, Strength of the preference : 4.6666665
Recommened Item Id :344, Strength of the preference : 4.5
Recommened Item Id :882, Strength of the preference : 4.5
----------------------------------------------------
User Id:90
Recommened Item Id :408, Strength of the preference : 5.0
Recommened Item Id :7, Strength of the preference : 4.660173
Recommened Item Id :304, Strength of the preference : 4.539375
Recommened Item Id :845, Strength of the preference : 4.5147185
Recommened Item Id :50, Strength of the preference : 4.261819
----------------------------------------------------
User Id:91
Recommened Item Id :150, Strength of the preference : 5.0
Recommened Item Id :268, Strength of the preference : 4.6666665
Recommened Item Id :306, Strength of the preference : 4.5
Recommened Item Id :304, Strength of the preference : 4.5
Recommened Item Id :305, Strength of the preference : 4.5
----------------------------------------------------
User Id:92
Recommened Item Id :1062, Strength of the preference : 5.0
Recommened Item Id :299, Strength of the preference : 5.0
Recommened Item Id :316, Strength of the preference : 4.692595
Recommened Item Id :286, Strength of the preference : 4.6545644
Recommened Item Id :242, Strength of the preference : 4.6354957
----------------------------------------------------
User Id:93
Recommened Item Id :238, Strength of the preference : 5.0
Recommened Item Id :515, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
Recommened Item Id :161, Strength of the preference : 5.0
Recommened Item Id :89, Strength of the preference : 4.5
----------------------------------------------------
User Id:94
Recommened Item Id :224, Strength of the preference : 4.533576
Recommened Item Id :327, Strength of the preference : 4.51821
Recommened Item Id :707, Strength of the preference : 4.5146513
Recommened Item Id :137, Strength of the preference : 4.4810376
Recommened Item Id :331, Strength of the preference : 4.477226
----------------------------------------------------
User Id:95
Recommened Item Id :242, Strength of the preference : 5.0
Recommened Item Id :315, Strength of the preference : 5.0
Recommened Item Id :313, Strength of the preference : 4.5
Recommened Item Id :272, Strength of the preference : 4.4
Recommened Item Id :292, Strength of the preference : 4.3333335
----------------------------------------------------
User Id:96
Recommened Item Id :192, Strength of the preference : 5.0
Recommened Item Id :163, Strength of the preference : 5.0
Recommened Item Id :69, Strength of the preference : 5.0
Recommened Item Id :663, Strength of the preference : 5.0
Recommened Item Id :86, Strength of the preference : 5.0
----------------------------------------------------
User Id:97
Recommened Item Id :310, Strength of the preference : 5.0
Recommened Item Id :258, Strength of the preference : 5.0
Recommened Item Id :298, Strength of the preference : 4.6666665
Recommened Item Id :181, Strength of the preference : 4.6
Recommened Item Id :682, Strength of the preference : 4.5
----------------------------------------------------
User Id:98
Recommened Item Id :269, Strength of the preference : 5.0
Recommened Item Id :750, Strength of the preference : 5.0
Recommened Item Id :169, Strength of the preference : 5.0
Recommened Item Id :151, Strength of the preference : 5.0
Recommened Item Id :313, Strength of the preference : 4.75
----------------------------------------------------
User Id:99
Recommened Item Id :194, Strength of the preference : 5.0
Recommened Item Id :427, Strength of the preference : 5.0
Recommened Item Id :603, Strength of the preference : 5.0
Recommened Item Id :9, Strength of the preference : 5.0
Recommened Item Id :896, Strength of the preference : 5.0
----------------------------------------------------
User Id:100
Recommened Item Id :432, Strength of the preference : 5.0
Recommened Item Id :475, Strength of the preference : 5.0
Recommened Item Id :79, Strength of the preference : 5.0
Recommened Item Id :181, Strength of the preference : 4.8333335
Recommened Item Id :98, Strength of the preference : 4.75
----------------------------------------------------
User Id:101
Recommened Item Id :185, Strength of the preference : 5.0
Recommened Item Id :182, Strength of the preference : 5.0
Recommened Item Id :157, Strength of the preference : 5.0
Recommened Item Id :23, Strength of the preference : 5.0
Recommened Item Id :179, Strength of the preference : 5.0
----------------------------------------------------
User Id:102
