----------------------------------------------------
User Id:1
Recommened Item Id :1176, Strength of the preference : 4.5
Recommened Item Id :297, Strength of the preference : 4.470308
----------------------------------------------------
User Id:43
Recommened Item Id :689, Strength of the preference : 5.0
Recommened Item Id :515, Strength of the preference : 5.0
Recommened Item Id :663, Strength of the preference : 4.954528
Recommened Item Id :750, Strength of the preference : 4.7509494
Recommened Item Id :326, Strength of the preference : 4.4856935
----------------------------------------------------
User Id:44
Recommened Item Id :880, Strength of the preference : 4.5189915
Recommened Item Id :876, Strength of the preference : 4.488597
Recommened Item Id :689, Strength of the preference : 4.385594
Recommened Item Id :500, Strength of the preference : 4.3670006
Recommened Item Id :750, Strength of the preference : 4.3661103
----------------------------------------------------
User Id:45
Recommened Item Id :750, Strength of the preference : 4.949809
Recommened Item Id :1062, Strength of the preference : 4.937393
Recommened Item Id :298, Strength of the preference : 4.926911
Recommened Item Id :270, Strength of the preference : 4.6666665
Recommened Item Id :313, Strength of the preference : 4.660855
----------------------------------------------------
User Id:46
Recommened Item Id :511, Strength of the preference : 5.0
Recommened Item Id :515, Strength of the preference : 5.0
Recommened Item Id :8, Strength of the preference : 5.0
Recommened Item Id :241, Strength of the preference : 5.0
Recommened Item Id :603, Strength of the preference : 4.990054
----------------------------------------------------
User Id:47
Recommened Item Id :474, Strength of the preference : 5.0
Recommened Item Id :42, Strength of the preference : 5.0
Recommened Item Id :484, Strength of the preference : 5.0
Recommened Item Id :100, Strength of the preference : 4.9812865
Recommened Item Id :367, Strength of the preference : 4.9675674
----------------------------------------------------
User Id:48
Recommened Item Id :117, Strength of the preference : 5.0
Recommened Item Id :313, Strength of the preference : 4.6749887
Recommened Item Id :14, Strength of the preference : 4.5315948
Recommened Item Id :763, Strength of the preference : 4.517136
Recommened Item Id :358, Strength of the preference : 4.5122104
----------------------------------------------------
User Id:49
Recommened Item Id :344, Strength of the preference : 5.0
Recommened Item Id :900, Strength of the preference : 4.914974
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :901, Strength of the preference : 4.7653193
Recommened Item Id :276, Strength of the preference : 4.5196342
----------------------------------------------------
User Id:50
Recommened Item Id :271, Strength of the preference : 5.0
Recommened Item Id :582, Strength of the preference : 5.0
Recommened Item Id :50, Strength of the preference : 4.997797
Recommened Item Id :216, Strength of the preference : 4.980434
Recommened Item Id :315, Strength of the preference : 4.97851
----------------------------------------------------
User Id:51
Recommened Item Id :91, Strength of the preference : 4.965635
Recommened Item Id :550, Strength of the preference : 4.9408255
Recommened Item Id :68, Strength of the preference : 4.930615
Recommened Item Id :313, Strength of the preference : 4.75
Recommened Item Id :100, Strength of the preference : 4.7155175
----------------------------------------------------
User Id:52
Recommened Item Id :316, Strength of the preference : 4.652408
Recommened Item Id :348, Strength of the preference : 4.633118
Recommened Item Id :12, Strength of the preference : 4.6143436
Recommened Item Id :901, Strength of the preference : 4.5858903
Recommened Item Id :303, Strength of the preference : 4.509714
----------------------------------------------------
User Id:53
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :339, Strength of the preference : 5.0
Recommened Item Id :865, Strength of the preference : 4.9528995
Recommened Item Id :285, Strength of the preference : 4.946038
Recommened Item Id :988, Strength of the preference : 4.9427767
----------------------------------------------------
User Id:54
Recommened Item Id :855, Strength of the preference : 5.0
Recommened Item Id :382, Strength of the preference : 5.0
Recommened Item Id :271, Strength of the preference : 5.0
Recommened Item Id :114, Strength of the preference : 5.0
Recommened Item Id :173, Strength of the preference : 5.0
----------------------------------------------------
User Id:55
Recommened Item Id :306, Strength of the preference : 5.0
Recommened Item Id :251, Strength of the preference : 5.0
Recommened Item Id :242, Strength of the preference : 5.0
Recommened Item Id :124, Strength of the preference : 5.0
Recommened Item Id :14, Strength of the preference : 5.0
----------------------------------------------------
User Id:56
Recommened Item Id :276, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 4.972266
Recommened Item Id :663, Strength of the preference : 4.962601
Recommened Item Id :283, Strength of the preference : 4.9219236
Recommened Item Id :292, Strength of the preference : 4.6299834
----------------------------------------------------
User Id:57
Recommened Item Id :313, Strength of the preference : 4.800143
Recommened Item Id :901, Strength of the preference : 4.5748425
Recommened Item Id :228, Strength of the preference : 4.458059
Recommened Item Id :329, Strength of the preference : 4.423957
Recommened Item Id :272, Strength of the preference : 4.335208
----------------------------------------------------
User Id:58
Recommened Item Id :306, Strength of the preference : 5.0
Recommened Item Id :346, Strength of the preference : 4.679474
Recommened Item Id :243, Strength of the preference : 4.6317635
Recommened Item Id :500, Strength of the preference : 4.6213756
Recommened Item Id :689, Strength of the preference : 4.590912
----------------------------------------------------
User Id:59
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :269, Strength of the preference : 4.7769256
Recommened Item Id :302, Strength of the preference : 4.6528797
Recommened Item Id :242, Strength of the preference : 4.573451
Recommened Item Id :316, Strength of the preference : 4.5693183
----------------------------------------------------
User Id:60
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :329, Strength of the preference : 4.634527
Recommened Item Id :354, Strength of the preference : 4.499967
Recommened Item Id :880, Strength of the preference : 4.499675
----------------------------------------------------
User Id:61
Recommened Item Id :136, Strength of the preference : 5.0
Recommened Item Id :65, Strength of the preference : 5.0
Recommened Item Id :126, Strength of the preference : 5.0
Recommened Item Id :8, Strength of the preference : 5.0
Recommened Item Id :52, Strength of the preference : 5.0
----------------------------------------------------
User Id:62
Recommened Item Id :344, Strength of the preference : 5.0
Recommened Item Id :330, Strength of the preference : 4.9524837
Recommened Item Id :262, Strength of the preference : 4.9410706
Recommened Item Id :668, Strength of the preference : 4.7541285
Recommened Item Id :297, Strength of the preference : 4.6290264
----------------------------------------------------
User Id:63
Recommened Item Id :478, Strength of the preference : 5.0
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :465, Strength of the preference : 5.0
Recommened Item Id :186, Strength of the preference : 5.0
Recommened Item Id :603, Strength of the preference : 4.9795337
----------------------------------------------------
User Id:64
Recommened Item Id :887, Strength of the preference : 4.6515484
Recommened Item Id :297, Strength of the preference : 4.629716
Recommened Item Id :348, Strength of the preference : 4.6275635
Recommened Item Id :268, Strength of the preference : 4.5932217
Recommened Item Id :903, Strength of the preference : 4.484405
----------------------------------------------------
User Id:65
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :329, Strength of the preference : 4.9718294
Recommened Item Id :297, Strength of the preference : 4.9670086
Recommened Item Id :689, Strength of the preference : 4.841377
Recommened Item Id :901, Strength of the preference : 4.7653193
----------------------------------------------------
User Id:66
Recommened Item Id :114, Strength of the preference : 5.0
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 4.9953265
Recommened Item Id :179, Strength of the preference : 4.6666937
Recommened Item Id :357, Strength of the preference : 4.6469965
----------------------------------------------------
User Id:67
Recommened Item Id :382, Strength of the preference : 5.0
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :306, Strength of the preference : 5.0
Recommened Item Id :50, Strength of the preference : 5.0
Recommened Item Id :631, Strength of the preference : 5.0
----------------------------------------------------
User Id:68
Recommened Item Id :313, Strength of the preference : 5.0
Recommened Item Id :880, Strength of the preference : 5.0
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :876, Strength of the preference : 4.96637
----------------------------------------------------
User Id:69
Recommened Item Id :433, Strength of the preference : 5.0
Recommened Item Id :114, Strength of the preference : 5.0
Recommened Item Id :168, Strength of the preference : 4.803712
Recommened Item Id :313, Strength of the preference : 4.5651007
Recommened Item Id :901, Strength of the preference : 4.4928517
----------------------------------------------------
User Id:70
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :899, Strength of the preference : 5.0
Recommened Item Id :329, Strength of the preference : 5.0
Recommened Item Id :299, Strength of the preference : 4.9306445
Recommened Item Id :896, Strength of the preference : 4.928825
----------------------------------------------------
User Id:71
Recommened Item Id :7, Strength of the preference : 4.9701877
Recommened Item Id :750, Strength of the preference : 4.930651
Recommened Item Id :304, Strength of the preference : 4.68649
Recommened Item Id :895, Strength of the preference : 4.653611
Recommened Item Id :865, Strength of the preference : 4.6423426
----------------------------------------------------
User Id:72
Recommened Item Id :243, Strength of the preference : 4.7319055
Recommened Item Id :750, Strength of the preference : 4.7237883
Recommened Item Id :329, Strength of the preference : 4.634527
Recommened Item Id :297, Strength of the preference : 4.5409656
Recommened Item Id :262, Strength of the preference : 4.501233
----------------------------------------------------
User Id:73
Recommened Item Id :297, Strength of the preference : 4.9670086
Recommened Item Id :901, Strength of the preference : 4.529992
Recommened Item Id :313, Strength of the preference : 4.4917836
Recommened Item Id :9, Strength of the preference : 4.4826775
Recommened Item Id :471, Strength of the preference : 4.4771905
----------------------------------------------------
User Id:74
Recommened Item Id :189, Strength of the preference : 4.980379
Recommened Item Id :196, Strength of the preference : 4.978842
Recommened Item Id :42, Strength of the preference : 4.974084
Recommened Item Id :483, Strength of the preference : 4.9737215
Recommened Item Id :225, Strength of the preference : 4.9546256
----------------------------------------------------
User Id:75
Recommened Item Id :183, Strength of the preference : 5.0
Recommened Item Id :902, Strength of the preference : 5.0
Recommened Item Id :50, Strength of the preference : 5.0
Recommened Item Id :201, Strength of the preference : 4.9740024
Recommened Item Id :97, Strength of the preference : 4.9643717
----------------------------------------------------
User Id:76
Recommened Item Id :354, Strength of the preference : 5.0
Recommened Item Id :311, Strength of the preference : 4.957635
Recommened Item Id :347, Strength of the preference : 4.615927
Recommened Item Id :886, Strength of the preference : 4.519355
Recommened Item Id :887, Strength of the preference : 4.4822574
----------------------------------------------------
User Id:77
Recommened Item Id :7, Strength of the preference : 4.6388416
Recommened Item Id :285, Strength of the preference : 4.616302
Recommened Item Id :315, Strength of the preference : 4.481737
Recommened Item Id :292, Strength of the preference : 4.3333335
Recommened Item Id :303, Strength of the preference : 4.303827
----------------------------------------------------
User Id:78
Recommened Item Id :484, Strength of the preference : 5.0
Recommened Item Id :268, Strength of the preference : 5.0
Recommened Item Id :480, Strength of the preference : 5.0
Recommened Item Id :208, Strength of the preference : 5.0
Recommened Item Id :22, Strength of the preference : 5.0
----------------------------------------------------
User Id:79
Recommened Item Id :24, Strength of the preference : 4.9615436
Recommened Item Id :135, Strength of the preference : 4.9565167
Recommened Item Id :175, Strength of the preference : 4.955539
Recommened Item Id :451, Strength of the preference : 4.933709
Recommened Item Id :89, Strength of the preference : 4.7334714
----------------------------------------------------
User Id:80
Recommened Item Id :880, Strength of the preference : 5.0
Recommened Item Id :1025, Strength of the preference : 5.0
Recommened Item Id :881, Strength of the preference : 4.983185
Recommened Item Id :393, Strength of the preference : 4.9804254
Recommened Item Id :272, Strength of the preference : 4.967517
----------------------------------------------------
User Id:81
Recommened Item Id :297, Strength of the preference : 4.718658
Recommened Item Id :268, Strength of the preference : 4.6603627
Recommened Item Id :285, Strength of the preference : 4.616302
Recommened Item Id :901, Strength of the preference : 4.6064754
Recommened Item Id :1022, Strength of the preference : 4.5
----------------------------------------------------
User Id:82
Recommened Item Id :346, Strength of the preference : 5.0
Recommened Item Id :297, Strength of the preference : 4.9670086
Recommened Item Id :360, Strength of the preference : 4.8070297
Recommened Item Id :262, Strength of the preference : 4.670936
Recommened Item Id :750, Strength of the preference : 4.6416254
----------------------------------------------------
User Id:83
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :603, Strength of the preference : 5.0
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :172, Strength of the preference : 4.990653
Recommened Item Id :896, Strength of the preference : 4.9775877
----------------------------------------------------
User Id:84
Recommened Item Id :898, Strength of the preference : 5.0
Recommened Item Id :906, Strength of the preference : 4.876904
Recommened Item Id :880, Strength of the preference : 4.561277
Recommened Item Id :865, Strength of the preference : 4.5184164
Recommened Item Id :292, Strength of the preference : 4.50011
----------------------------------------------------
User Id:85
Recommened Item Id :880, Strength of the preference : 4.4932833
Recommened Item Id :876, Strength of the preference : 4.4630613
Recommened Item Id :297, Strength of the preference : 4.394782
Recommened Item Id :306, Strength of the preference : 4.3425717
Recommened Item Id :329, Strength of the preference : 4.2867312
----------------------------------------------------
User Id:86
Recommened Item Id :493, Strength of the preference : 5.0
Recommened Item Id :732, Strength of the preference : 5.0
Recommened Item Id :212, Strength of the preference : 5.0
Recommened Item Id :173, Strength of the preference : 5.0
Recommened Item Id :226, Strength of the preference : 4.987309
----------------------------------------------------
User Id:87
Recommened Item Id :285, Strength of the preference : 4.964025
Recommened Item Id :865, Strength of the preference : 4.9528995
Recommened Item Id :313, Strength of the preference : 4.588144
Recommened Item Id :901, Strength of the preference : 4.5535274
Recommened Item Id :877, Strength of the preference : 4.424857
----------------------------------------------------
User Id:88
Recommened Item Id :433, Strength of the preference : 5.0
Recommened Item Id :408, Strength of the preference : 5.0
Recommened Item Id :223, Strength of the preference : 5.0
Recommened Item Id :203, Strength of the preference : 5.0
Recommened Item Id :169, Strength of the preference : 4.9934597
----------------------------------------------------
User Id:89
Recommened Item Id :887, Strength of the preference : 5.0
Recommened Item Id :330, Strength of the preference : 4.951799
Recommened Item Id :1062, Strength of the preference : 4.9373465
Recommened Item Id :872, Strength of the preference : 4.6423917
Recommened Item Id :285, Strength of the preference : 4.616417
----------------------------------------------------
User Id:90
Recommened Item Id :752, Strength of the preference : 5.0
Recommened Item Id :477, Strength of the preference : 5.0
Recommened Item Id :751, Strength of the preference : 4.49293
Recommened Item Id :298, Strength of the preference : 4.462331
Recommened Item Id :346, Strength of the preference : 4.3269153
----------------------------------------------------
User Id:91
Recommened Item Id :268, Strength of the preference : 4.990284
Recommened Item Id :262, Strength of the preference : 4.942669
Recommened Item Id :100, Strength of the preference : 4.740418
Recommened Item Id :91, Strength of the preference : 4.655141
Recommened Item Id :302, Strength of the preference : 4.5215936
----------------------------------------------------
User Id:92
Recommened Item Id :292, Strength of the preference : 5.0
Recommened Item Id :242, Strength of the preference : 5.0
Recommened Item Id :988, Strength of the preference : 4.9427767
Recommened Item Id :906, Strength of the preference : 4.8219986
Recommened Item Id :316, Strength of the preference : 4.6882668
----------------------------------------------------
User Id:93
Recommened Item Id :606, Strength of the preference : 5.0
Recommened Item Id :520, Strength of the preference : 5.0
Recommened Item Id :318, Strength of the preference : 5.0
Recommened Item Id :168, Strength of the preference : 5.0
Recommened Item Id :340, Strength of the preference : 5.0
----------------------------------------------------
User Id:94
Recommened Item Id :275, Strength of the preference : 4.760144
Recommened Item Id :307, Strength of the preference : 4.52745
Recommened Item Id :333, Strength of the preference : 4.4768167
Recommened Item Id :14, Strength of the preference : 4.4752445
Recommened Item Id :306, Strength of the preference : 4.4254255
----------------------------------------------------
User Id:95
Recommened Item Id :880, Strength of the preference : 5.0
Recommened Item Id :899, Strength of the preference : 5.0
Recommened Item Id :876, Strength of the preference : 4.96637
Recommened Item Id :329, Strength of the preference : 4.9642777
Recommened Item Id :896, Strength of the preference : 4.928825
----------------------------------------------------
User Id:96
Recommened Item Id :895, Strength of the preference : 5.0
Recommened Item Id :900, Strength of the preference : 4.918475
Recommened Item Id :306, Strength of the preference : 4.6345205
Recommened Item Id :12, Strength of the preference : 4.6284857
Recommened Item Id :901, Strength of the preference : 4.6064754
----------------------------------------------------
User Id:97
Recommened Item Id :242, Strength of the preference : 5.0
Recommened Item Id :305, Strength of the preference : 4.964698
Recommened Item Id :988, Strength of the preference : 4.9427767
Recommened Item Id :877, Strength of the preference : 4.884395
Recommened Item Id :297, Strength of the preference : 4.768328
----------------------------------------------------
User Id:98
Recommened Item Id :475, Strength of the preference : 5.0
Recommened Item Id :12, Strength of the preference : 4.9795456
Recommened Item Id :24, Strength of the preference : 4.9615436
Recommened Item Id :313, Strength of the preference : 4.6666665
Recommened Item Id :268, Strength of the preference : 4.6
----------------------------------------------------
User Id:99
Recommened Item Id :496, Strength of the preference : 4.9701715
Recommened Item Id :285, Strength of the preference : 4.946038
Recommened Item Id :297, Strength of the preference : 4.6371646
Recommened Item Id :988, Strength of the preference : 4.4544764
